"type";"begin_time";"frequency";"count";"created with version";"exported with version";"last_name";"first_name";"born";"sex";"measurement_date";"record_name"
"record";"0,00000";"2000.4";"66240";"Noraxon myoRESEARCH Software 4.2.22";"4.2.22";"MyoMetrics Demo Record";"";"";"male";"2025-12-02T15:49:38.758+01:00";"Free Capture-3"

"time";"Activity";"Marker";"FLEX.CARP.R LT (uV)"
0,09848;;;-1,200339824
0,09898;;;0,02043780641
0,09948;;;0,3256322141
0,09998;;;-1,200339824
0,10048;;;-2,421117455
0,10098;;;-1,200339824
0,10148;;;1,546409845
0,10198;;;3,377576291
0,10248;;;3,072381883
0,10298;;;2,461993068
0,10348;;;1,851604253
0,10398;;;0,6308266218
0,10448;;;-0,589951009
0,10498;;;-1,505534232
0,10548;;;-1,200339824
0,10598;;;-0,589951009
0,10648;;;-0,2847566013
0,10698;;;-0,2847566013
0,10748;;;-0,589951009
0,10798;;;-0,2847566013
0,10848;;;0,02043780641
0,10898;;;0,02043780641
0,10948;;;-0,8951454167
0,10998;;;-1,200339824
0,11048;;;0,02043780641
0,11098;;;1,546409845
0,11148;;;1,851604253
0,11198;;;0,9360210295
0,11248;;;0,3256322141
0,11298;;;0,6308266218
0,11348;;;0,6308266218
0,11398;;;0,6308266218
0,11448;;;0,6308266218
0,11498;;;0,3256322141
0,11548;;;-0,8951454167
0,11598;;;-2,115923047
0,11648;;;-1,81072864
0,11698;;;-0,589951009
0,11748;;;0,02043780641
0,11798;;;0,02043780641
0,11848;;;0,02043780641
0,11898;;;0,6308266218
0,11948;;;1,241215437
0,11998;;;0,9360210295
0,12048;;;0,3256322141
0,12098;;;0,6308266218
0,12148;;;0,6308266218
0,12198;;;0,3256322141
0,12248;;;0,6308266218
0,12298;;;1,241215437
0,12348;;;0,9360210295
0,12398;;;0,02043780641
0,12448;;;-0,589951009
0,12498;;;0,3256322141
0,12548;;;1,546409845
0,12598;;;0,3256322141
0,12648;;;-1,81072864
0,12698;;;-3,336700678
0,12748;;;-3,336700678
0,12798;;;-3,031506271
0,12848;;;-2,726311863
0,12898;;;-0,589951009
0,12948;;;3,072381883
0,12998;;;5,513937145
0,13048;;;4,90354833
0,13098;;;2,767187476
0,13148;;;0,9360210295
0,13198;;;1,241215437
0,13248;;;1,546409845
0,13298;;;1,546409845
0,13348;;;1,241215437
0,13398;;;0,6308266218
0,13448;;;0,3256322141
0,13498;;;0,6308266218
0,13548;;;0,6308266218
0,13598;;;0,6308266218
0,13648;;;0,3256322141
0,13698;;;0,3256322141
0,13748;;;0,3256322141
0,13798;;;0,02043780641
0,13848;;;0,02043780641
0,13898;;;-0,2847566013
0,13948;;;-0,589951009
0,13998;;;-1,200339824
0,14048;;;-2,421117455
0,14097;;;-3,641895086
0,14147;;;-4,252283901
0,14197;;;-3,947089494
0,14247;;;-2,421117455
0,14297;;;0,02043780641
0,14347;;;3,682770699
0,14397;;;6,429520368
0,14447;;;6,12432596
0,14497;;;3,987965107
0,14547;;;1,851604253
0,14597;;;1,241215437
0,14647;;;0,9360210295
0,14697;;;0,3256322141
0,14747;;;0,02043780641
0,14797;;;0,02043780641
0,14847;;;-0,589951009
0,14897;;;-2,726311863
0,14947;;;-4,862672717
0,14997;;;-4,862672717
0,15047;;;-3,031506271
0,15097;;;-0,8951454167
0,15147;;;1,241215437
0,15197;;;4,293159514
0,15247;;;4,90354833
0,15297;;;3,072381883
0,15347;;;0,3256322141
0,15397;;;0,02043780641
0,15447;;;0,3256322141
0,15497;;;0,02043780641
0,15547;;;-1,200339824
0,15597;;;-0,8951454167
0,15647;;;0,6308266218
0,15697;;;1,546409845
0,15747;;;1,241215437
0,15797;;;1,546409845
0,15847;;;3,072381883
0,15897;;;3,682770699
0,15947;;;3,377576291
0,15997;;;4,598353922
0,16047;;;7,955492407
0,16097;;;10,70224208
0,16147;;;9,786658853
0,16197;;;6,12432596
0,16247;;;3,072381883
0,16297;;;1,546409845
0,16347;;;0,02043780641
0,16397;;;-3,031506271
0,16447;;;-7,304227978
0,16497;;;-13,10292172
0,16547;;;-18,59642106
0,16597;;;-20,73278192
0,16647;;;-17,07044902
0,16697;;;-10,05097765
0,16747;;;-3,336700678
0,16797;;;0,02043780641
0,16847;;;0,02043780641
0,16897;;;-1,505534232
0,16947;;;-3,336700678
0,16997;;;-4,557478309
0,17047;;;-3,947089494
0,17097;;;-2,421117455
0,17147;;;-1,505534232
0,17197;;;-2,115923047
0,17247;;;-3,641895086
0,17297;;;-3,336700678
0,17347;;;-0,8951454167
0,17397;;;1,851604253
0,17447;;;3,072381883
0,17497;;;2,15679866
0,17547;;;-0,2847566013
0,17597;;;-3,336700678
0,17647;;;-6,083450348
0,17697;;;-6,999033571
0,17747;;;-6,083450348
0,17797;;;-4,557478309
0,17847;;;-3,031506271
0,17897;;;-1,505534232
0,17947;;;0,3256322141
0,17997;;;2,15679866
0,18047;;;3,072381883
0,18097;;;3,377576291
0,18147;;;3,072381883
0,18197;;;2,15679866
0,18247;;;0,9360210295
0,18297;;;0,3256322141
0,18347;;;0,6308266218
0,18397;;;0,9360210295
0,18447;;;0,6308266218
0,18497;;;0,3256322141
0,18547;;;1,241215437
0,18597;;;2,461993068
0,18647;;;2,767187476
0,18697;;;2,461993068
0,18747;;;2,767187476
0,18797;;;3,682770699
0,18847;;;3,682770699
0,18897;;;3,682770699
0,18947;;;4,90354833
0,18997;;;6,429520368
0,19047;;;6,12432596
0,19097;;;3,682770699
0,19147;;;2,461993068
0,19197;;;3,987965107
0,19247;;;6,12432596
0,19297;;;6,429520368
0,19347;;;5,513937145
0,19397;;;4,293159514
0,19447;;;2,767187476
0,19497;;;0,6308266218
0,19547;;;-0,589951009
0,19597;;;0,02043780641
0,19647;;;1,546409845
0,19696;;;1,851604253
0,19746;;;0,9360210295
0,19796;;;-0,2847566013
0,19846;;;-0,8951454167
0,19896;;;-1,200339824
0,19946;;;-1,81072864
0,19996;;;-2,115923047
0,20046;;;-1,200339824
0,20096;;;0,02043780641
0,20146;;;0,02043780641
0,20196;;;-1,81072864
0,20246;;;-3,947089494
0,20296;;;-3,641895086
0,20346;;;-0,589951009
0,20396;;;1,851604253
0,20446;;;2,461993068
0,20496;;;1,241215437
0,20546;;;0,3256322141
0,20596;;;0,9360210295
0,20646;;;1,546409845
0,20696;;;1,851604253
0,20746;;;1,851604253
0,20796;;;0,9360210295
0,20846;;;-0,589951009
0,20896;;;-1,81072864
0,20946;;;-0,8951454167
0,20996;;;0,9360210295
0,21046;;;2,15679866
0,21096;;;1,546409845
0,21146;;;1,241215437
0,21196;;;1,851604253
0,21246;;;2,15679866
0,21296;;;0,9360210295
0,21346;;;0,02043780641
0,21396;;;-0,2847566013
0,21446;;;0,02043780641
0,21496;;;0,6308266218
0,21546;;;0,9360210295
0,21596;;;1,546409845
0,21646;;;1,241215437
0,21696;;;0,02043780641
0,21746;;;-1,81072864
0,21796;;;-3,336700678
0,21846;;;-3,336700678
0,21896;;;-2,421117455
0,21946;;;-1,200339824
0,21996;;;-0,589951009
0,22046;;;-1,200339824
0,22096;;;-1,81072864
0,22146;;;-2,115923047
0,22196;;;-2,115923047
0,22246;;;-1,81072864
0,22296;;;-1,81072864
0,22346;;;-1,81072864
0,22396;;;-1,505534232
0,22446;;;-0,8951454167
0,22496;;;-1,505534232
0,22546;;;-2,421117455
0,22596;;;-1,505534232
0,22646;;;0,6308266218
0,22696;;;1,851604253
0,22746;;;0,9360210295
0,22796;;;-0,589951009
0,22846;;;-1,505534232
0,22896;;;-1,81072864
0,22946;;;-2,421117455
0,22996;;;-3,031506271
0,23046;;;-2,726311863
0,23096;;;-0,589951009
0,23146;;;1,241215437
0,23196;;;2,767187476
0,23246;;;3,682770699
0,23296;;;3,682770699
0,23346;;;2,767187476
0,23396;;;1,241215437
0,23446;;;0,6308266218
0,23496;;;0,3256322141
0,23546;;;0,3256322141
0,23596;;;0,02043780641
0,23646;;;0,02043780641
0,23696;;;0,02043780641
0,23746;;;0,02043780641
0,23796;;;0,02043780641
0,23846;;;0,02043780641
0,23896;;;0,9360210295
0,23946;;;1,546409845
0,23996;;;0,9360210295
0,24046;;;0,02043780641
0,24096;;;-1,505534232
0,24146;;;-3,336700678
0,24196;;;-4,862672717
0,24246;;;-4,862672717
0,24296;;;-3,641895086
0,24346;;;-1,505534232
0,24396;;;0,02043780641
0,24446;;;1,241215437
0,24496;;;1,546409845
0,24546;;;0,3256322141
0,24596;;;-1,200339824
0,24646;;;-1,505534232
0,24696;;;0,02043780641
0,24746;;;1,851604253
0,24796;;;1,546409845
0,24846;;;-0,2847566013
0,24896;;;-0,589951009
0,24946;;;1,546409845
0,24996;;;3,377576291
0,25046;;;1,851604253
0,25096;;;-0,2847566013
0,25146;;;-0,8951454167
0,25196;;;0,02043780641
0,25246;;;0,02043780641
0,25296;;;-0,8951454167
0,25345;;;-0,8951454167
0,25395;;;0,02043780641
0,25445;;;0,3256322141
0,25495;;;-1,200339824
0,25545;;;-2,115923047
0,25595;;;-1,81072864
0,25645;;;-2,115923047
0,25695;;;-3,031506271
0,25745;;;-3,336700678
0,25795;;;-1,200339824
0,25845;;;1,241215437
0,25895;;;2,461993068
0,25945;;;3,072381883
0,25995;;;4,293159514
0,26045;;;5,513937145
0,26095;;;4,293159514
0,26145;;;1,241215437
0,26195;;;-1,505534232
0,26245;;;-2,115923047
0,26295;;;-1,200339824
0,26345;;;0,02043780641
0,26395;;;0,02043780641
0,26445;;;-1,505534232
0,26495;;;-2,726311863
0,26545;;;-2,421117455
0,26595;;;-0,8951454167
0,26645;;;0,3256322141
0,26695;;;0,6308266218
0,26745;;;1,241215437
0,26795;;;2,767187476
0,26845;;;3,987965107
0,26895;;;4,293159514
0,26945;;;3,682770699
0,26995;;;3,682770699
0,27045;;;4,293159514
0,27095;;;4,598353922
0,27145;;;3,987965107
0,27195;;;1,851604253
0,27245;;;0,02043780641
0,27295;;;-0,8951454167
0,27345;;;0,02043780641
0,27395;;;1,546409845
0,27445;;;2,15679866
0,27495;;;1,546409845
0,27545;;;0,6308266218
0,27595;;;0,02043780641
0,27645;;;0,02043780641
0,27695;;;0,02043780641
0,27745;;;1,546409845
0,27795;;;3,682770699
0,27845;;;5,208742737
0,27895;;;4,598353922
0,27945;;;3,072381883
0,27995;;;3,377576291
0,28045;;;5,208742737
0,28095;;;6,734714776
0,28145;;;6,734714776
0,28195;;;6,429520368
0,28245;;;5,513937145
0,28295;;;1,851604253
0,28345;;;-4,557478309
0,28395;;;-9,440588832
0,28445;;;-9,135394425
0,28495;;;-6,083450348
0,28545;;;-6,388644755
0,28595;;;-10,35617206
0,28645;;;-13,40811613
0,28695;;;-12,1873385
0,28745;;;-9,135394425
0,28795;;;-7,304227978
0,28845;;;-6,083450348
0,28895;;;-4,557478309
0,28945;;;-3,031506271
0,28995;;;-2,726311863
0,29045;;;-3,031506271
0,29095;;;-3,031506271
0,29145;;;-2,421117455
0,29195;;;-2,115923047
0,29245;;;-2,115923047
0,29295;;;-1,81072864
0,29345;;;-2,421117455
0,29395;;;-3,947089494
0,29445;;;-4,862672717
0,29495;;;-3,947089494
0,29545;;;-2,115923047
0,29595;;;-0,589951009
0,29645;;;0,3256322141
0,29695;;;2,767187476
0,29745;;;4,90354833
0,29795;;;5,208742737
0,29845;;;3,377576291
0,29895;;;1,851604253
0,29945;;;1,546409845
0,29995;;;1,851604253
0,30045;;;1,546409845
0,30095;;;1,241215437
0,30145;;;1,241215437
0,30195;;;1,546409845
0,30245;;;1,851604253
0,30295;;;2,15679866
0,30345;;;1,851604253
0,30395;;;0,9360210295
0,30445;;;-0,589951009
0,30495;;;-1,200339824
0,30545;;;0,6308266218
0,30595;;;3,682770699
0,30645;;;4,293159514
0,30695;;;1,546409845
0,30745;;;-0,8951454167
0,30795;;;-0,589951009
0,30845;;;1,241215437
0,30895;;;1,546409845
0,30944;;;-0,589951009
0,30994;;;-2,726311863
0,31044;;;-3,031506271
0,31094;;;-2,115923047
0,31144;;;-2,421117455
0,31194;;;-2,726311863
0,31244;;;-2,421117455
0,31294;;;-1,505534232
0,31344;;;-1,200339824
0,31394;;;-1,200339824
0,31444;;;-0,2847566013
0,31494;;;1,241215437
0,31544;;;1,546409845
0,31594;;;0,3256322141
0,31644;;;-0,2847566013
0,31694;;;0,02043780641
0,31744;;;0,3256322141
0,31794;;;0,3256322141
0,31844;;;0,6308266218
0,31894;;;1,851604253
0,31944;;;2,767187476
0,31994;;;1,851604253
0,32044;;;0,02043780641
0,32094;;;-0,8951454167
0,32144;;;-1,200339824
0,32194;;;-1,505534232
0,32244;;;-1,505534232
0,32294;;;0,02043780641
0,32344;;;2,15679866
0,32394;;;4,293159514
0,32444;;;4,293159514
0,32494;;;2,15679866
0,32544;;;0,02043780641
0,32594;;;-2,115923047
0,32644;;;-2,115923047
0,32694;;;-0,589951009
0,32744;;;1,546409845
0,32794;;;2,767187476
0,32844;;;1,546409845
0,32894;;;0,02043780641
0,32944;;;-0,2847566013
0,32994;;;0,6308266218
0,33044;;;2,15679866
0,33094;;;2,461993068
0,33144;;;1,851604253
0,33194;;;1,546409845
0,33244;;;2,15679866
0,33294;;;2,461993068
0,33344;;;1,851604253
0,33394;;;0,3256322141
0,33444;;;-0,8951454167
0,33494;;;-1,81072864
0,33544;;;-1,81072864
0,33594;;;0,02043780641
0,33644;;;3,377576291
0,33694;;;5,513937145
0,33744;;;5,208742737
0,33794;;;3,987965107
0,33844;;;3,682770699
0,33894;;;4,90354833
0,33944;;;4,90354833
0,33994;;;2,767187476
0,34044;;;0,02043780641
0,34094;;;-1,505534232
0,34144;;;-0,2847566013
0,34194;;;0,9360210295
0,34244;;;0,02043780641
0,34294;;;-3,031506271
0,34344;;;-5,473061532
0,34394;;;-3,947089494
0,34444;;;-0,8951454167
0,34494;;;0,02043780641
0,34544;;;-0,589951009
0,34594;;;-0,8951454167
0,34644;;;0,02043780641
0,34694;;;0,02043780641
0,34744;;;-1,505534232
0,34794;;;-3,031506271
0,34844;;;-2,115923047
0,34894;;;0,6308266218
0,34944;;;3,072381883
0,34994;;;3,682770699
0,35044;;;2,461993068
0,35094;;;0,9360210295
0,35144;;;0,02043780641
0,35194;;;0,3256322141
0,35244;;;2,461993068
0,35294;;;3,072381883
0,35344;;;0,9360210295
0,35394;;;-0,8951454167
0,35444;;;-2,421117455
0,35494;;;-3,947089494
0,35544;;;-6,999033571
0,35594;;;-8,219811202
0,35644;;;-5,167867125
0,35694;;;0,02043780641
0,35744;;;1,851604253
0,35794;;;1,241215437
0,35844;;;0,9360210295
0,35894;;;2,461993068
0,35944;;;2,767187476
0,35994;;;1,241215437
0,36044;;;0,02043780641
0,36094;;;0,9360210295
0,36144;;;1,546409845
0,36194;;;0,3256322141
0,36244;;;-1,200339824
0,36294;;;-1,81072864
0,36344;;;-1,81072864
0,36394;;;-1,81072864
0,36444;;;-1,200339824
0,36494;;;0,02043780641
0,36544;;;1,241215437
0,36593;;;2,461993068
0,36643;;;3,377576291
0,36693;;;3,682770699
0,36743;;;2,461993068
0,36793;;;0,02043780641
0,36843;;;-0,8951454167
0,36893;;;0,02043780641
0,36943;;;1,241215437
0,36993;;;1,546409845
0,37043;;;1,241215437
0,37093;;;0,9360210295
0,37143;;;1,241215437
0,37193;;;1,241215437
0,37243;;;1,241215437
0,37293;;;1,241215437
0,37343;;;0,6308266218
0,37393;;;0,3256322141
0,37443;;;0,6308266218
0,37493;;;0,6308266218
0,37543;;;0,3256322141
0,37593;;;-0,2847566013
0,37643;;;0,02043780641
0,37693;;;0,9360210295
0,37743;;;1,241215437
0,37793;;;0,02043780641
0,37843;;;-2,115923047
0,37893;;;-2,726311863
0,37943;;;-3,031506271
0,37993;;;-3,641895086
0,38043;;;-4,252283901
0,38093;;;-3,641895086
0,38143;;;-2,115923047
0,38193;;;-0,8951454167
0,38243;;;-0,8951454167
0,38293;;;-1,505534232
0,38343;;;-1,505534232
0,38393;;;-0,589951009
0,38443;;;0,02043780641
0,38493;;;-0,589951009
0,38543;;;-1,200339824
0,38593;;;-1,200339824
0,38643;;;0,02043780641
0,38693;;;1,546409845
0,38743;;;1,546409845
0,38793;;;0,6308266218
0,38843;;;-0,2847566013
0,38893;;;-0,589951009
0,38943;;;0,02043780641
0,38993;;;0,9360210295
0,39043;;;2,15679866
0,39093;;;2,461993068
0,39143;;;1,851604253
0,39193;;;0,9360210295
0,39243;;;0,9360210295
0,39293;;;0,9360210295
0,39343;;;0,02043780641
0,39393;;;-0,8951454167
0,39443;;;-0,8951454167
0,39493;;;0,02043780641
0,39543;;;0,3256322141
0,39593;;;0,02043780641
0,39643;;;-0,2847566013
0,39693;;;0,02043780641
0,39743;;;0,02043780641
0,39793;;;-0,589951009
0,39843;;;-1,505534232
0,39893;;;-1,200339824
0,39943;;;-0,2847566013
0,39993;;;0,3256322141
0,40043;;;1,241215437
0,40093;;;1,851604253
0,40143;;;1,546409845
0,40193;;;0,3256322141
0,40243;;;-1,200339824
0,40293;;;-2,115923047
0,40343;;;-1,81072864
0,40393;;;-1,505534232
0,40443;;;-1,81072864
0,40493;;;-2,115923047
0,40543;;;-1,81072864
0,40593;;;-0,589951009
0,40643;;;-0,2847566013
0,40693;;;-1,505534232
0,40743;;;-3,641895086
0,40793;;;-4,557478309
0,40843;;;-4,252283901
0,40893;;;-4,557478309
0,40943;;;-6,388644755
0,40993;;;-8,525005609
0,41043;;;-7,914616794
0,41093;;;-5,167867125
0,41143;;;-2,115923047
0,41193;;;-0,8951454167
0,41243;;;-0,2847566013
0,41293;;;0,02043780641
0,41343;;;0,9360210295
0,41393;;;2,15679866
0,41443;;;2,461993068
0,41493;;;1,241215437
0,41543;;;-0,2847566013
0,41593;;;-0,8951454167
0,41643;;;0,02043780641
0,41693;;;1,851604253
0,41743;;;2,15679866
0,41793;;;2,15679866
0,41843;;;2,767187476
0,41893;;;3,682770699
0,41943;;;3,987965107
0,41993;;;3,682770699
0,42043;;;3,072381883
0,42093;;;2,15679866
0,42143;;;0,3256322141
0,42192;;;-2,421117455
0,42242;;;-4,862672717
0,42292;;;-5,473061532
0,42342;;;-5,167867125
0,42392;;;-3,641895086
0,42442;;;-1,505534232
0,42492;;;0,3256322141
0,42542;;;1,546409845
0,42592;;;1,851604253
0,42642;;;1,241215437
0,42692;;;0,6308266218
0,42742;;;0,3256322141
0,42792;;;0,3256322141
0,42842;;;0,9360210295
0,42892;;;1,546409845
0,42942;;;3,072381883
0,42992;;;5,819131553
0,43042;;;7,650297999
0,43092;;;7,650297999
0,43142;;;6,12432596
0,43192;;;4,293159514
0,43242;;;3,072381883
0,43292;;;1,546409845
0,43342;;;0,9360210295
0,43392;;;3,072381883
0,43442;;;6,12432596
0,43492;;;4,598353922
0,43542;;;-2,726311863
0,43592;;;-9,74578324
0,43642;;;-9,74578324
0,43692;;;-3,947089494
0,43742;;;0,02043780641
0,43792;;;0,6308266218
0,43842;;;0,6308266218
0,43892;;;2,461993068
0,43942;;;3,377576291
0,43992;;;1,241215437
0,44042;;;-1,200339824
0,44092;;;-1,81072864
0,44142;;;-0,589951009
0,44192;;;-0,8951454167
0,44242;;;-2,421117455
0,44292;;;-2,726311863
0,44342;;;-1,505534232
0,44392;;;0,02043780641
0,44442;;;0,02043780641
0,44492;;;-0,2847566013
0,44542;;;-0,2847566013
0,44592;;;0,3256322141
0,44642;;;0,6308266218
0,44692;;;0,6308266218
0,44742;;;0,3256322141
0,44792;;;1,241215437
0,44842;;;1,851604253
0,44892;;;1,546409845
0,44942;;;0,02043780641
0,44992;;;0,02043780641
0,45042;;;0,9360210295
0,45092;;;1,851604253
0,45142;;;1,241215437
0,45192;;;0,6308266218
0,45242;;;0,9360210295
0,45292;;;0,6308266218
0,45342;;;-0,589951009
0,45392;;;-1,505534232
0,45442;;;0,3256322141
0,45492;;;3,072381883
0,45542;;;3,377576291
0,45592;;;0,9360210295
0,45642;;;-0,2847566013
0,45692;;;0,02043780641
0,45742;;;0,3256322141
0,45792;;;0,02043780641
0,45842;;;0,02043780641
0,45892;;;1,546409845
0,45942;;;3,072381883
0,45992;;;2,767187476
0,46042;;;1,241215437
0,46092;;;0,02043780641
0,46142;;;-1,200339824
0,46192;;;-2,726311863
0,46242;;;-2,726311863
0,46292;;;-0,8951454167
0,46342;;;0,6308266218
0,46392;;;1,241215437
0,46442;;;0,3256322141
0,46492;;;-0,2847566013
0,46542;;;-0,8951454167
0,46592;;;-1,505534232
0,46642;;;-1,505534232
0,46692;;;-1,200339824
0,46742;;;-1,505534232
0,46792;;;-2,115923047
0,46842;;;-1,81072864
0,46892;;;-0,589951009
0,46942;;;0,3256322141
0,46992;;;0,3256322141
0,47042;;;0,02043780641
0,47092;;;-0,2847566013
0,47142;;;-0,589951009
0,47192;;;-1,200339824
0,47242;;;-1,505534232
0,47292;;;-1,81072864
0,47342;;;-1,505534232
0,47392;;;-0,8951454167
0,47442;;;0,6308266218
0,47492;;;2,461993068
0,47542;;;3,072381883
0,47592;;;2,15679866
0,47642;;;0,9360210295
0,47692;;;1,241215437
0,47742;;;2,461993068
0,47792;;;2,767187476
0,47841;;;1,546409845
0,47891;;;0,3256322141
0,47941;;;0,3256322141
0,47991;;;0,6308266218
0,48041;;;0,6308266218
0,48091;;;0,3256322141
0,48141;;;0,3256322141
0,48191;;;0,6308266218
0,48241;;;0,6308266218
0,48291;;;0,3256322141
0,48341;;;0,6308266218
0,48391;;;1,546409845
0,48441;;;1,851604253
0,48491;;;1,546409845
0,48541;;;1,546409845
0,48591;;;1,241215437
0,48641;;;1,241215437
0,48691;;;1,546409845
0,48741;;;1,851604253
0,48791;;;1,851604253
0,48841;;;0,9360210295
0,48891;;;0,02043780641
0,48941;;;-0,589951009
0,48991;;;0,02043780641
0,49041;;;0,02043780641
0,49091;;;-0,2847566013
0,49141;;;0,02043780641
0,49191;;;0,9360210295
0,49241;;;0,3256322141
0,49291;;;-0,8951454167
0,49341;;;-1,505534232
0,49391;;;0,02043780641
0,49441;;;1,241215437
0,49491;;;1,546409845
0,49541;;;1,241215437
